SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,RECRUIT_COUNT,DATE,SURVEY,Comments (HK)
Glenelg,Glenelg,Warrock,5,1 to 2,Atriplex prostrata,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,1 to 2,Crassula spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Alternanthera denticulata,6,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Dysphania spp.,8,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Cirsium vulgare,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Lysimachia spp.,8,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Lythrum hyssopifolia,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Atriplex prostrata,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Centipeda cunninghamii,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,2 to 3,Symphyotrichum subulatum,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Dysphania spp.,7,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Cirsium vulgare,6,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Alternanthera denticulata,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Oxalis spp.,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Rumex spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Lysimachia spp.,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Lythrum hyssopifolia,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,3 to 4,Laphangium luteoalbum,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Laphangium luteoalbum,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Dittrichia graveolens,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Cirsium vulgare,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Lysimachia spp.,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Dysphania spp.,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Persicaria prostrata,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Symphyotrichum subulatum,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Oxalis spp.,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Senecio spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,5,4 to 5,Alternanthera denticulata,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,6, -1 to 0,"No T6, but two T8s - maybe one was T6? Or alternatively one is Dergholm T8.",,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Atriplex prostrata,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Lythrum hyssopifolia,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Centipeda cunninghamii,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Laphangium luteoalbum,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Persicaria prostrata,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Symphyotrichum subulatum,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Alternanthera denticulata,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Medicago spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Dysphania spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Lysimachia spp.,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Senecio spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Sonchus spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7, -1 to 0,Euchiton involucratus s.l.,6,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Dittrichia graveolens,10 to 50,29/03/2023,7,is Stinkwort not Stinkweed
Glenelg,Glenelg,Warrock,7,0 to 1,Laphangium luteoalbum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Centipeda cunninghamii,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Symphyotrichum subulatum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Euchiton involucratus s.l.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Senecio spp.,7,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Lachnagrostis filiformis s.l.,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Alternanthera denticulata,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Lysimachia spp.,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,0 to 1,Sonchus spp.,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Sonchus spp.,6,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Lythrum hyssopifolia,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Lysimachia spp.,1,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Symphyotrichum subulatum,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Atriplex prostrata,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Alternanthera denticulata,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Laphangium luteoalbum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Centipeda cunninghamii,7,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Rumex brownii,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Senecio spp.,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,1 to 2,Dittrichia graveolens,9,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Lysimachia spp.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Cirsium vulgare,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Rumex spp.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Laphangium luteoalbum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Persicaria prostrata,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Centipeda cunninghamii,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Sonchus spp.,5,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,2 to 3,Dysphania pumilio,2,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Laphangium luteoalbum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Dysphania pumilio,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Rumex spp.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Lysimachia spp.,7,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Dittrichia graveolens,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Phalaris aquatica,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Cirsium vulgare,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Symphyotrichum subulatum,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Centipeda cunninghamii,6,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Lythrum hyssopifolia,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Anthoxanthum odoratum,4,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Lolium spp.,8,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,3 to 4,Bromus spp.,8,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Cirsium vulgare,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Phalaris aquatica,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Dittrichia graveolens,7,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Rumex spp.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Anthoxanthum odoratum,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Bromus spp.,10 to 50,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Lysimachia spp.,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Sonchus spp.,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,7,4 to 5,Hypochaeris radicata,3,29/03/2023,7,
Glenelg,Glenelg,Warrock,8, -1 to 0,Nil,0,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,0 to 1,Lachnagrostis filiformis s.l.,7,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,0 to 1,Plantago lanceolata,5,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Plantago lanceolata,10 to 50,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Lachnagrostis filiformis s.l.,4,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Atriplex prostrata,1,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Rumex spp.,1,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Lythrum hyssopifolia,3,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Phalaris aquatica,5,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,1 to 2,Dactylis glomerata,2,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,2 to 3,Plantago lanceolata,10 to 50,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,2 to 3,Dactylis glomerata,10 to 50,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,2 to 3,Lolium spp.,10 to 50,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,2 to 3,Phalaris aquatica,4,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8,2 to 3,Rumex brownii,1,29/03/2023,7,CJ & HK 
Glenelg,Glenelg,Warrock,8-MCAC, -1 to 0,Selliera radicans,50 to 100,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC, -1 to 0,Lysimachia spp.,2,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC, -1 to 0,Alternanthera denticulata,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Dittrichia graveolens,5,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Selliera radicans,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Atriplex prostrata,2,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Alternanthera denticulata,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Laphangium luteoalbum,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Crassula spp.,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Lythrum hyssopifolia,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Oxalis spp.,2,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Sonchus asper,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Centipeda cunninghamii,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,0 to 1,Lysimachia spp.,2,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Cirsium vulgare,9,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Dittrichia graveolens,50 to 100,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Oxalis spp.,7,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Sonchus oleraceus,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Lysimachia spp.,5,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Alternanthera denticulata,50 to 100,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Silybum marianum,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,1 to 2,Dysphania spp.,3,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Dittrichia graveolens,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Cirsium vulgare,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Lysimachia spp.,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Laphangium luteoalbum,10 to 50,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Oxalis spp.,5,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Atriplex prostrata,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Rumex spp.,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Symphyotrichum subulatum,4,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Centipeda cunninghamii,3,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Dysphania spp.,3,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Cynodon dactylon var. dactylon,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Warrock,8-MCAC,2 to 3,Sonchus oleraceus,1,29/03/2023,7,MC & AC
Glenelg,Glenelg,Weavers,1, -1 to 0,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,1, -1 to 0,Isolepis cernua,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,0 to 1,Triglochin striata,50 to 100,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,0 to 1,Hypochaeris radicata,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,0 to 1,Lythrum spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,0 to 1,Isolepis cernua,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,0 to 1,Bromus catharticus,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,1 to 2,Hypochaeris radicata,6,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,1 to 2,Poa labillardierei var. labillardierei,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,1 to 2,Rumex spp.,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,1 to 2,Holcus spp.,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,1,1 to 2,Bromus catharticus,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,2, -1 to 0,Lythrum spp.,3,30/03/2023,7,
Glenelg,Glenelg,Weavers,2, -1 to 0,Goodenia spp.,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,2, -1 to 0,Lachnagrostis filiformis s.l.,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2, -1 to 0,Isolepis cernua,50 to 100,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Isolepis cernua,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Hypochaeris radicata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Plantago coronopus,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Lythrum spp.,3,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Alternanthera denticulata,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,0 to 1,Bromus spp.,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,1 to 2,Hypochaeris radicata,50 to 100,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,1 to 2,Plantago coronopus,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,1 to 2,Bromus spp.,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,2,1 to 2,Lolium spp.,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,3, -1 to 0,Triglochin striata,10 to 50,30/03/2023,7,"Note ""Fenced"""
Glenelg,Glenelg,Weavers,3, -1 to 0,Hypochaeris radicata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,3,0 to 1,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,3,1 to 2,Sonchus spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,3,1 to 2,"""Chenopod pros""",1,30/03/2023,7,Unsure what species this should be
Glenelg,Glenelg,Weavers,3,2 to 3,Sonchus spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,4, -1 to 0,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,4, -1 to 0,Lachnagrostis filiformis s.l.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,4, -1 to 0,Isolepis inundata,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,0 to 1,Triglochin striata,50 to 100,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,0 to 1,Hypochaeris radicata,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,1 to 2,Hypochaeris radicata,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,1 to 2,Lobelia anceps,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,1 to 2,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,1 to 2,Alternanthera denticulata,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,2 to 3,Lolium spp.,8,30/03/2023,7,
Glenelg,Glenelg,Weavers,4,2 to 3,Lythrum spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,5, -1 to 0,Triglochin striata,50 to 100,30/03/2023,7,
Glenelg,Glenelg,Weavers,5, -1 to 0,Alternanthera denticulata,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,5, -1 to 0,Isolepis cernua,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,5, -1 to 0,Isolepis inundata,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,0 to 1,Plantago coronopus,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,0 to 1,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,0 to 1,Lobelia anceps,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,1 to 2,Plantago coronopus,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,1 to 2,Hypochaeris radicata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,1 to 2,Sonchus spp.,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,5,1 to 2,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Weavers,6, -1 to 0,Crassula spp.,7,30/03/2023,7,
Glenelg,Glenelg,Weavers,6, -1 to 0,Ranunculus amphitrichus,3,30/03/2023,7,
Glenelg,Glenelg,Weavers,6, -1 to 0,Elatine spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,6, -1 to 0,Limosella spp.,6,30/03/2023,7,"""?Limosella"""
Glenelg,Glenelg,Weavers,6, -1 to 0,Ricciocarpos spp.,7,30/03/2023,7,
Glenelg,Glenelg,Weavers,6, -1 to 0,Spirodela spp.,5,30/03/2023,7,
Glenelg,Glenelg,Weavers,6,0 to 1,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,6,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,6,2 to 3,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,6,3 to 4,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,7, -1 to 0,Ranunculus amphitrichus,3,30/03/2023,7,
Glenelg,Glenelg,Weavers,7, -1 to 0,Ricciocarpos spp.,8,30/03/2023,7,
Glenelg,Glenelg,Weavers,7, -1 to 0,Crassula spp.,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,7, -1 to 0,Elatine spp.,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,7, -1 to 0,Cycnogeton spp.,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,7,0 to 1,Isolepis cernua,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,7,1 to 2,Acetosella vulgaris,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,7,2 to 3,Acetosella vulgaris,9,30/03/2023,7,
Glenelg,Glenelg,Weavers,8, -1 to 0,Cirsium vulgare,1,30/03/2023,7,"""thistle"""
Glenelg,Glenelg,Weavers,8, -1 to 0,Lachnagrostis filiformis s.l.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,8,0 to 1,Atriplex prostrata,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,8,1 to 2,Carex spp.,1,30/03/2023,7,
Glenelg,Glenelg,Weavers,8,2 to 3,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,9, -1 to 0,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,9,0 to 1,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,9,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,9, -1 to 0,Triglochin striata,2,30/03/2023,7,
Glenelg,Glenelg,Weavers,9,0 to 1,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Weavers,9,1 to 2,Chenopodium prostratum ,1,30/03/2023,7,(not in master list)
Glenelg,Glenelg,Weavers,9,1 to 2,Plantago coronopus,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1, -1 to 0,Dicot spp.,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,0 to 1,Lachnagrostis filiformis s.l.,3,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,0 to 1,Isolepis cernua,2,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,0 to 1,Acacia verticillata,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,1 to 2,Hypochaeris radicata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,1 to 2,Plantago lanceolata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,1 to 2,Acetosella vulgaris,8,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,1 to 2,Holcus spp.,4,30/03/2023,7,
Glenelg,Glenelg,Five Mile,1,1 to 2,Bromus diandrus,5,30/03/2023,7,
Glenelg,Glenelg,Five Mile,2, -1 to 0,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,2,0 to 1,Selliera spp.,10,30/03/2023,7,
Glenelg,Glenelg,Five Mile,2,0 to 1,Juncus spp.,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,2,0 to 1,Isolepis producta,10 to 50,30/03/2023,7,"wrote ""48"", not ""10 to 50"""
Glenelg,Glenelg,Five Mile,2,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,3, -1 to 0,Isolepis producta,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,3,0 to 1,Isolepis producta,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,3,0 to 1,Hypochaeris radicata,3,30/03/2023,7,
Glenelg,Glenelg,Five Mile,3,0 to 1,Sonchus oleraceus,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,3,1 to 2,Hypochaeris radicata,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,4, -1 to 0,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,4,0 to 1,Cycnogeton alcockiae,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,4,0 to 1,Isolepis cernua,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,4,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,4,2 to 3,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,5, -1 to 0,Triglochin striata,3,30/03/2023,7,
Glenelg,Glenelg,Five Mile,5,0 to 1,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,5,1 to 2,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,5,2 to 3,Cyperus lucidus,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,6, -1 to 0,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,6,0 to 1,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,6,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,6,2 to 3,Disticlis spp.,10 to 50,30/03/2023,7,"wrote ""30"", not ""10 to 50"""
Glenelg,Glenelg,Five Mile,6,3 to 4,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,6,4 to 5,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7, -1 to 0,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,0 to 1,Triglochin striata,10 to 50,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,0 to 1,Cycnogeton alcockiae,5,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,1 to 2,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,2 to 3,Cycnogeton alcockiae,1,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,3 to 4,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,4 to 5,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,7,5 to 6,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,8, -1 to 0,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,8,0 to 1,Nil,0,30/03/2023,7,"(not recorded, presumably 0)"
Glenelg,Glenelg,Five Mile,8,0 to 1,Nil,0,30/03/2023,7,"(not recorded, presumably 0)"
Glenelg,Glenelg,Five Mile,8,1 to 2,Nil,0,30/03/2023,7,"(not recorded, presumably 0)"
Glenelg,Glenelg,Five Mile,8,2 to 3,Nil,0,30/03/2023,7,"(not recorded, presumably 0)"
Glenelg,Glenelg,Five Mile,8,3 to 4,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,8,4 to 5,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,8,5 to 6,Nil,0,30/03/2023,7,
Glenelg,Glenelg,Five Mile,8,6 to 7,Nil,0,30/03/2023,7,
