SYSTEM,WATERWAY,SITE,TRANSECT,METRES,SPECIES,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,Strathallan,9,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,5 to 6,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,6 to 7,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,9,7 to 8,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10, -1 to 0,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10,0 to 1,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10,1 to 2,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10,2 to 3,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10,3 to 4,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Strathallan,10,4 to 5,Nil,0,6/04/2022,14,
Campaspe,Campaspe,Campbells,1, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,1 to 2,Juncus amabilis,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,3 to 4,Lolium rigidum,8,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,3 to 4,Cyperus eragrostis,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,4 to 5,Cyperus eragrostis,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,4 to 5,Lolium rigidum,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,6 to 7,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,8 to 9,Ehrharta longiflora,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,1,8 to 9,Bromus diandrus,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,2, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,4 to 5,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,6 to 7,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,2,8 to 9,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,4 to 5,Ehrharta longiflora,5,7/04/2022,14,
Campaspe,Campaspe,Campbells,3,6 to 7,Ehrharta longiflora,5,7/04/2022,14,
Campaspe,Campaspe,Campbells,4, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,4,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,4,1 to 2,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,4,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,4,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,5, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,0 to 1,Rytidosperma spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,1 to 2,Rytidosperma spp.,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,1 to 2,Paspalidium jubiflorum,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,2 to 3,Dichanthium sericeum subsp. sericeum,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,2 to 3,Rytidosperma spp.,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,4 to 5,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,5 to 6,Rytidosperma spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,5,6 to 7,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,6, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,0 to 1,Brachypodium spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,2 to 3,Brachypodium spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,3 to 4,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,4 to 5,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,5 to 6,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,6 to 7,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,6,7 to 8,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,7, -1 to 0,Medicago polymorpha,3,7/04/2022,14,
Campaspe,Campaspe,Campbells,7, -1 to 0,Juncus amabilis,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,0 to 1,Juncus amabilis,3,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,1 to 2,Dicot  ,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,1 to 2,Lachnagrostis filiformis s.l.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,4 to 5,Lolium rigidum,5,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,4 to 5,Brachypodium spp.,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,5 to 6,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,5 to 6,Lolium rigidum,3,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,6 to 7,Brachypodium spp.,50 to 100,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,7 to 8,Brachypodium spp.,50 to 100,7/04/2022,14,
Campaspe,Campaspe,Campbells,7,7 to 8,Ehrharta longiflora,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,8, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,4 to 5,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,5 to 6,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,6 to 7,Brachypodium spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,7 to 8,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,8,8 to 9,Brachypodium spp.,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,0 to 1,Juncus amabilis,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,0 to 1,Paspalidium jubiflorum,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,2 to 3,Sonchus oleraceus,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,2 to 3,Lolium rigidum,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,3 to 4,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,3 to 4,Lolium rigidum,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,4 to 5,Brachypodium spp.,5,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,4 to 5,Lolium rigidum,5,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,5 to 6,Rytidosperma spp.,4,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,5 to 6,Cirsium vulgare,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,5 to 6,Brachypodium spp.,10 to 50,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,6 to 7,Brachypodium spp.,3,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,6 to 7,Cirsium vulgare,1,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,6 to 7,Rytidosperma spp.,2,7/04/2022,14,
Campaspe,Campaspe,Campbells,9,7 to 8,Brachypodium spp.,7,7/04/2022,14,
Campaspe,Campaspe,Campbells,10, -1 to 0,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,10,0 to 1,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,10,1 to 2,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,10,2 to 3,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,10,3 to 4,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Campbells,10,4 to 5,Nil,0,7/04/2022,14,
Campaspe,Campaspe,Doaks,1, -1 to 0,Cirsium spp.,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1, -1 to 0,Rumex spp.,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,1, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,1, -1 to 0,Cyperus eragrostis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,1, -1 to 0,Bromus diandrus,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1, -1 to 0,Lolium spp.,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,0 to 1,Cirsium spp.,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,0 to 1,Bromus diandrus,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,0 to 1,Lolium spp.,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,0 to 1,Laphangium luteoalbum,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,1 to 2,Bromus diandrus,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,1 to 2,Cirsium spp.,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,8,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,2 to 3,Bromus diandrus,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,3 to 4,Cyperus eragrostis,11,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,4 to 5,Eucalyptus camaldulensis subsp. camaldulensis,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,1,4 to 5,Cyperus eragrostis,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,2, -1 to 0,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,0 to 1,Cirsium spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,0 to 1,Lolium spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,0 to 1,Bromus spp.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,1 to 2,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,2,3 to 4,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,3, -1 to 0,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,0 to 1,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,1 to 2,Cyperus eragrostis,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,1 to 2,Lolium spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,2 to 3,Cyperus eragrostis,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,2 to 3,Eucalyptus camaldulensis subsp. camaldulensis,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,2 to 3,Heliotropium europaeum,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,2 to 3,Lolium spp.,11,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,3 to 4,Heliotropium europaeum,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,3 to 4,Cyperus eragrostis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,3 to 4,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,3 to 4,Lolium spp.,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Heliotropium europaeum,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Cirsium spp.,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Hypochaeris radicata,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Alternanthera denticulata,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,3,4 to 5 ,Lolium spp.,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,4, -1 to 0,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,0 to 1,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,1 to 2,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,3 to 4,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,3 to 4,Cyperus eragrostis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,4 to 5,Eucalyptus camaldulensis subsp. camaldulensis,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,4 to 5,Cyperus eragrostis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,4 to 5,Bromus spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,4 to 5,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,5 to 6,Hypochaeris radicata,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,4,6 to 7,Hypochaeris radicata,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,5, -1 to 0,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,0 to 1,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,1 to 2,Cyperus eragrostis,8,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,1 to 2,Cirsium spp.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,1 to 2,Persicaria hydropiper,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,2 to 3,Bromus diandrus,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,2 to 3,Sonchus spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,3 to 4,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,4 to 5,Acacia spp.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,5 to 6,Medicago polymorpha,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,5,6 to 7,Nil,0,7/02/2023,15,sand
Campaspe,Campaspe,Doaks,5,7 to 8,Nil,0,7/02/2023,15,sand
Campaspe,Campaspe,Doaks,6, -1 to 0,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,0 to 1,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,1 to 2,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,3 to 4,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,4 to 5,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,5 to 6,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,6 to 7,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,7 to 8,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,8 to 9,Acacia provincialis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,9 to 10,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,9 to 10,Paspalum dilatatum,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,6,9 to 10,Lolium spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,7, -1 to 0,Cyperus eragrostis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7, -1 to 0,Juncus articulatus subsp. articulatus,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,0 to 1,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,1 to 2,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,3 to 4,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,4 to 5,Lythrum hyssopifolia,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,4 to 5,Cyperus eragrostis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,4 to 5,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,4 to 5,Sonchus spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,5 to 6,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,6 to 7,Juncus spp.,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,7 to 8,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,8 to 9,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,9 to 10,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,10 to 11,Eucalyptus camaldulensis subsp. camaldulensis,6,7/02/2023,15,
Campaspe,Campaspe,Doaks,7,11 to 12,Sonchus spp.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,8, -1 to 0,Deyeuxia quadriseta,2,7/02/2023,15,I assumed this from entry 'Dyseun' / desayuno is breakfast in espanol though!
Campaspe,Campaspe,Doaks,8, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,8, -1 to 0,Cyperus exaltatus,5,7/02/2023,15,
Campaspe,Campaspe,Doaks,8, -1 to 0,Lachnagrostis filiformis s.l.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,8, -1 to 0,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,8, -1 to 0,Sonchus spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,8,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,8,0 to 1,Lolium spp.,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,8,1 to 2,Lolium spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,8,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,9, -1 to 0,Persicaria decipiens,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,9, -1 to 0,Cyperus eragrostis,10 to 50,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Acacia melanoxylon,4,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Persicaria decipiens,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Persicaria hydropiper,3,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Lythrum hyssopifolia,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,0 to 1,Paspalum dilatatum,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,1 to 2,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,2 to 3,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,3 to 4,Persicaria hydropiper,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,4 to 5,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,9,5 to 6,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,10, -1 to 0,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,10, -1 to 0,Cirsium vulgare,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,10, -1 to 0,Juncus articulatus subsp. articulatus,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,10, -1 to 0,Lachnagrostis filiformis s.l.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,0 to 1,Fumaria spp.,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,0 to 1,Cirsium vulgare,1,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,0 to 1,Cyperus eragrostis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,2,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,1 to 2,Nil,0,7/02/2023,15,sand
Campaspe,Campaspe,Doaks,10,2 to 3,Nil,0,7/02/2023,15,sand
Campaspe,Campaspe,Doaks,10,3 to 4,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,4 to 5,Nil,0,7/02/2023,15,
Campaspe,Campaspe,Doaks,10,5 to 6,Nil,0,7/02/2023,15,
Campaspe,Campaspe,English,1, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,0 to 1,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,3 to 4,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,5 to 6,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,6 to 7,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,7 to 8,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,8 to 9,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Cirsium vulgare,1,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Sonchus spp.,2,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Plantago lanceolata,1,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Cyperus eragrostis,3,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Paspalum dilatatum,3,8/02/2023,15,
Campaspe,Campaspe,English,1,9 to 10,Hypochaeris radicata,2,8/02/2023,15,
Campaspe,Campaspe,English,2, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,0 to 1,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,3 to 4,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,4 to 5,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,5 to 6,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,2,6 to 7,Sonchus oleraceus,2,8/02/2023,15,
Campaspe,Campaspe,English,2,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,3, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,3,0 to 1,Persicaria hydropiper,3,8/02/2023,15,
Campaspe,Campaspe,English,3,0 to 1,Eucalyptus camaldulensis subsp. camaldulensis,1,8/02/2023,15,
Campaspe,Campaspe,English,3,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,2,8/02/2023,15,
Campaspe,Campaspe,English,3,1 to 2,Persicaria hydropiper,2,8/02/2023,15,
Campaspe,Campaspe,English,3,1 to 2,Hypochaeris radicata,1,8/02/2023,15,
Campaspe,Campaspe,English,3,1 to 2,Cyperus eragrostis,2,8/02/2023,15,
Campaspe,Campaspe,English,3,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,3,3 to 4,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,0 to 1,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,1 to 2,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,2 to 3,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,3 to 4,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,4,4 to 5,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,4,4 to 5,Bromus diandrus,2,8/02/2023,15,
Campaspe,Campaspe,English,4,5 to 6,Paspalum dilatatum,9,8/02/2023,15,
Campaspe,Campaspe,English,4,5 to 6,Alternanthera denticulata,1,8/02/2023,15,
Campaspe,Campaspe,English,4,6 to 7,Cyperus eragrostis,1,8/02/2023,15,
Campaspe,Campaspe,English,4,6 to 7,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,4,6 to 7,Bromus diandrus,1,8/02/2023,15,
Campaspe,Campaspe,English,4,6 to 7,Alternanthera denticulata,1,8/02/2023,15,
Campaspe,Campaspe,English,4,7 to 8,Paspalum dilatatum,2,8/02/2023,15,
Campaspe,Campaspe,English,4,7 to 8,Bromus diandrus,2,8/02/2023,15,
Campaspe,Campaspe,English,4,8 to 9,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,5, -1 to 0,Nil,0,8/02/2023,15,
Campaspe,Campaspe,English,5,0 to 1,Heliotropium europaeum,1,8/02/2023,15,
Campaspe,Campaspe,English,5,0 to 1,Bromus spp.,10 to 50,8/02/2023,15,
